rh.aparc.foldind	rh_bankssts_foldind	rh_caudalanteriorcingulate_foldind	rh_caudalmiddlefrontal_foldind	rh_cuneus_foldind	rh_entorhinal_foldind	rh_fusiform_foldind	rh_inferiorparietal_foldind	rh_inferiortemporal_foldind	rh_isthmuscingulate_foldind	rh_lateraloccipital_foldind	rh_lateralorbitofrontal_foldind	rh_lingual_foldind	rh_medialorbitofrontal_foldind	rh_middletemporal_foldind	rh_parahippocampal_foldind	rh_paracentral_foldind	rh_parsopercularis_foldind	rh_parsorbitalis_foldind	rh_parstriangularis_foldind	rh_pericalcarine_foldind	rh_postcentral_foldind	rh_posteriorcingulate_foldind	rh_precentral_foldind	rh_precuneus_foldind	rh_rostralanteriorcingulate_foldind	rh_rostralmiddlefrontal_foldind	rh_superiorfrontal_foldind	rh_superiorparietal_foldind	rh_superiortemporal_foldind	rh_supramarginal_foldind	rh_frontalpole_foldind	rh_temporalpole_foldind	rh_transversetemporal_foldind	rh_insula_foldind	BrainSegVolNotVent	eTIV
116_S_0657.nii	10.0	14.0	33.0	23.0	10.0	47.0	116.0	75.0	23.0	80.0	62.0	64.0	55.0	65.0	7.0	16.0	23.0	26.0	26.0	16.0	51.0	27.0	64.0	89.0	5.0	166.0	149.0	98.0	48.0	72.0	15.0	11.0	5.0	50.0	1057762.0	1669220.52025
029_S_1038.nii	11.0	24.0	29.0	33.0	8.0	61.0	94.0	46.0	21.0	112.0	58.0	68.0	47.0	57.0	9.0	17.0	15.0	20.0	20.0	31.0	50.0	36.0	68.0	53.0	27.0	113.0	89.0	61.0	57.0	41.0	7.0	5.0	7.0	45.0	1024609.0	1631039.56782
005_S_0546.nii	11.0	20.0	36.0	34.0	7.0	59.0	80.0	64.0	21.0	116.0	48.0	68.0	50.0	68.0	7.0	19.0	27.0	17.0	19.0	18.0	45.0	26.0	52.0	58.0	20.0	133.0	101.0	65.0	48.0	49.0	10.0	13.0	5.0	30.0	943056.0	1420319.10156
013_S_0240.nii	10.0	13.0	29.0	31.0	8.0	52.0	99.0	63.0	20.0	96.0	51.0	52.0	42.0	54.0	6.0	23.0	22.0	18.0	26.0	33.0	61.0	28.0	56.0	55.0	8.0	100.0	113.0	96.0	47.0	56.0	8.0	10.0	5.0	36.0	990056.0	1565905.17413
072_S_0315.nii	10.0	24.0	14.0	33.0	6.0	49.0	84.0	61.0	22.0	118.0	56.0	70.0	51.0	61.0	9.0	17.0	18.0	22.0	26.0	32.0	44.0	30.0	55.0	64.0	15.0	90.0	92.0	89.0	46.0	45.0	13.0	7.0	4.0	32.0	1185539.0	1657526.40338
062_S_0793.nii	8.0	8.0	24.0	33.0	7.0	61.0	79.0	59.0	23.0	94.0	70.0	61.0	40.0	59.0	7.0	18.0	19.0	16.0	28.0	21.0	43.0	22.0	58.0	59.0	12.0	115.0	95.0	71.0	64.0	72.0	11.0	10.0	7.0	31.0	1077588.0	1704492.39888
022_S_0007.nii	11.0	22.0	34.0	38.0	10.0	55.0	95.0	53.0	19.0	99.0	62.0	73.0	54.0	58.0	10.0	15.0	22.0	21.0	19.0	24.0	63.0	22.0	73.0	60.0	19.0	107.0	111.0	76.0	54.0	61.0	12.0	10.0	5.0	26.0	920998.0	1375634.21676
128_S_0200.nii	6.0	25.0	32.0	43.0	5.0	63.0	114.0	70.0	24.0	109.0	62.0	84.0	53.0	81.0	8.0	18.0	21.0	17.0	27.0	39.0	75.0	27.0	72.0	75.0	20.0	117.0	120.0	90.0	55.0	52.0	12.0	11.0	7.0	46.0	1204006.0	1628458.88514
033_S_1016.nii	7.0	19.0	29.0	33.0	5.0	51.0	89.0	52.0	20.0	89.0	56.0	64.0	53.0	65.0	7.0	15.0	16.0	16.0	16.0	26.0	54.0	26.0	63.0	66.0	7.0	126.0	126.0	73.0	41.0	60.0	10.0	8.0	4.0	37.0	1058247.0	1410656.19027
023_S_0139.nii	6.0	24.0	28.0	30.0	11.0	47.0	69.0	47.0	19.0	88.0	55.0	64.0	50.0	45.0	9.0	13.0	21.0	16.0	19.0	21.0	49.0	23.0	58.0	56.0	19.0	104.0	96.0	79.0	41.0	47.0	10.0	7.0	4.0	25.0	897015.0	1321896.90211
057_S_1379.nii	11.0	18.0	34.0	38.0	6.0	65.0	97.0	58.0	18.0	90.0	55.0	63.0	53.0	58.0	6.0	25.0	22.0	20.0	22.0	26.0	58.0	11.0	77.0	73.0	6.0	135.0	142.0	104.0	69.0	85.0	10.0	28.0	6.0	47.0	1053345.0	1891831.91375
033_S_1285.nii	9.0	21.0	30.0	35.0	11.0	60.0	98.0	75.0	33.0	124.0	56.0	72.0	68.0	80.0	8.0	27.0	22.0	15.0	23.0	36.0	61.0	41.0	72.0	56.0	19.0	112.0	122.0	82.0	51.0	65.0	9.0	11.0	5.0	56.0	1103404.0	1643298.23108
012_S_1292.nii	8.0	19.0	31.0	36.0	9.0	66.0	74.0	56.0	19.0	90.0	47.0	66.0	43.0	56.0	8.0	20.0	17.0	14.0	22.0	27.0	62.0	27.0	67.0	63.0	16.0	116.0	131.0	68.0	48.0	54.0	13.0	9.0	5.0	40.0	1122528.0	1701981.55517
136_S_0186.nii	9.0	14.0	34.0	31.0	5.0	59.0	84.0	63.0	18.0	94.0	53.0	75.0	44.0	72.0	7.0	19.0	25.0	15.0	21.0	38.0	52.0	30.0	57.0	63.0	13.0	107.0	104.0	70.0	69.0	55.0	13.0	12.0	5.0	54.0	1049205.0	1594005.04974
099_S_0372.nii	10.0	19.0	54.0	35.0	6.0	56.0	88.0	72.0	24.0	107.0	62.0	56.0	38.0	68.0	7.0	23.0	13.0	22.0	18.0	13.0	49.0	35.0	80.0	57.0	18.0	144.0	150.0	67.0	52.0	70.0	10.0	12.0	5.0	49.0	1054176.0	1738051.54676
041_S_1420.nii	11.0	17.0	33.0	28.0	10.0	54.0	86.0	48.0	13.0	75.0	54.0	54.0	33.0	57.0	7.0	13.0	14.0	17.0	20.0	19.0	50.0	23.0	50.0	49.0	22.0	101.0	104.0	73.0	36.0	45.0	9.0	8.0	3.0	52.0	939505.0	1367243.29716
116_S_0649.nii	5.0	23.0	26.0	27.0	6.0	60.0	71.0	48.0	18.0	115.0	55.0	64.0	60.0	49.0	5.0	15.0	15.0	19.0	29.0	32.0	60.0	29.0	67.0	70.0	15.0	119.0	116.0	76.0	43.0	56.0	9.0	14.0	4.0	57.0	885583.0	1434658.96668
013_S_0325.nii	7.0	22.0	24.0	28.0	4.0	55.0	72.0	67.0	23.0	109.0	49.0	48.0	45.0	69.0	9.0	12.0	16.0	17.0	22.0	16.0	56.0	31.0	55.0	62.0	11.0	101.0	108.0	85.0	42.0	53.0	9.0	10.0	3.0	26.0	1036591.0	1607161.16405
023_S_0625.nii	5.0	25.0	33.0	36.0	5.0	57.0	62.0	73.0	9.0	102.0	43.0	74.0	43.0	55.0	7.0	19.0	20.0	18.0	23.0	25.0	59.0	19.0	71.0	73.0	17.0	123.0	107.0	81.0	54.0	74.0	10.0	11.0	7.0	30.0	1167857.0	2076409.94785
027_S_1081.nii	6.0	8.0	29.0	29.0	9.0	52.0	78.0	71.0	21.0	96.0	52.0	64.0	54.0	67.0	8.0	15.0	24.0	17.0	20.0	25.0	59.0	19.0	63.0	65.0	13.0	108.0	126.0	88.0	65.0	65.0	14.0	14.0	6.0	60.0	979624.0	1546859.04586
023_S_0093.nii	6.0	18.0	25.0	38.0	9.0	42.0	61.0	57.0	29.0	92.0	50.0	67.0	40.0	56.0	6.0	16.0	16.0	13.0	26.0	30.0	37.0	19.0	65.0	49.0	17.0	97.0	96.0	63.0	46.0	42.0	8.0	13.0	8.0	53.0	879227.0	1450236.27733
098_S_0896.nii	12.0	25.0	37.0	34.0	7.0	69.0	96.0	65.0	30.0	107.0	53.0	75.0	45.0	78.0	11.0	25.0	22.0	19.0	29.0	37.0	52.0	37.0	67.0	79.0	20.0	138.0	136.0	66.0	62.0	78.0	11.0	14.0	5.0	49.0	1229393.0	1840900.62267
005_S_0572.nii	6.0	21.0	44.0	34.0	4.0	53.0	98.0	68.0	17.0	118.0	62.0	65.0	59.0	61.0	7.0	17.0	18.0	20.0	28.0	31.0	43.0	27.0	67.0	64.0	15.0	128.0	109.0	82.0	66.0	54.0	9.0	15.0	6.0	24.0	922486.0	1525120.17806
114_S_0228.nii	10.0	19.0	34.0	31.0	8.0	61.0	97.0	46.0	24.0	99.0	69.0	65.0	47.0	64.0	8.0	33.0	19.0	18.0	24.0	30.0	56.0	28.0	72.0	70.0	20.0	120.0	120.0	85.0	43.0	59.0	6.0	15.0	7.0	53.0	960150.0	1626121.91637
023_S_1190.nii	8.0	15.0	31.0	34.0	8.0	58.0	95.0	77.0	24.0	117.0	43.0	66.0	45.0	66.0	6.0	19.0	18.0	23.0	24.0	33.0	44.0	33.0	56.0	61.0	5.0	135.0	131.0	96.0	44.0	49.0	12.0	8.0	5.0	46.0	994535.0	1444601.80572
023_S_1306.nii	8.0	18.0	31.0	31.0	9.0	51.0	86.0	58.0	17.0	86.0	52.0	69.0	32.0	65.0	8.0	16.0	17.0	19.0	23.0	18.0	55.0	24.0	59.0	64.0	15.0	103.0	98.0	81.0	45.0	53.0	8.0	8.0	5.0	28.0	905875.0	1330870.30737
013_S_0996.nii	8.0	32.0	39.0	39.0	5.0	45.0	89.0	55.0	18.0	106.0	56.0	64.0	40.0	58.0	7.0	18.0	24.0	27.0	24.0	26.0	54.0	30.0	68.0	57.0	20.0	139.0	115.0	88.0	54.0	60.0	10.0	13.0	5.0	27.0	885350.0	1415329.93074
021_S_0642.nii	5.0	16.0	29.0	34.0	3.0	59.0	71.0	42.0	14.0	99.0	68.0	71.0	35.0	53.0	6.0	17.0	17.0	14.0	32.0	24.0	48.0	21.0	65.0	74.0	12.0	103.0	134.0	87.0	40.0	68.0	8.0	10.0	4.0	32.0	1020486.0	1702565.46786
067_S_0176.nii	12.0	18.0	33.0	34.0	7.0	53.0	96.0	54.0	23.0	107.0	52.0	65.0	39.0	67.0	6.0	15.0	15.0	12.0	25.0	23.0	53.0	28.0	55.0	59.0	15.0	100.0	106.0	79.0	53.0	55.0	10.0	8.0	4.0	40.0	1054188.0	1609890.8698
041_S_0282.nii	9.0	16.0	34.0	28.0	4.0	47.0	86.0	58.0	19.0	86.0	103.0	53.0	43.0	49.0	10.0	15.0	18.0	18.0	20.0	12.0	55.0	27.0	64.0	56.0	14.0	121.0	107.0	59.0	35.0	42.0	8.0	8.0	7.0	27.0	930294.0	1381637.36268
068_S_0872.nii	12.0	18.0	41.0	33.0	5.0	49.0	79.0	70.0	20.0	94.0	57.0	66.0	38.0	66.0	7.0	22.0	20.0	16.0	28.0	26.0	58.0	33.0	78.0	71.0	19.0	116.0	110.0	97.0	65.0	81.0	11.0	7.0	6.0	37.0	1183385.0	1579274.89514
128_S_0266.nii	6.0	19.0	23.0	33.0	6.0	49.0	72.0	50.0	17.0	84.0	43.0	71.0	35.0	57.0	5.0	21.0	20.0	17.0	29.0	23.0	51.0	21.0	79.0	62.0	20.0	95.0	129.0	62.0	38.0	46.0	8.0	10.0	4.0	38.0	1061467.0	1685688.38051
109_S_1013.nii	7.0	18.0	27.0	27.0	6.0	63.0	82.0	58.0	28.0	112.0	45.0	43.0	38.0	55.0	5.0	20.0	16.0	14.0	15.0	21.0	47.0	24.0	61.0	59.0	12.0	106.0	122.0	87.0	52.0	55.0	10.0	12.0	5.0	20.0	962299.0	1594330.38206
057_S_0779.nii	16.0	17.0	41.0	32.0	6.0	66.0	106.0	74.0	22.0	115.0	57.0	64.0	45.0	53.0	8.0	21.0	22.0	22.0	35.0	33.0	61.0	30.0	81.0	68.0	16.0	131.0	132.0	80.0	59.0	51.0	13.0	10.0	4.0	28.0	1116301.0	1786124.47104
022_S_0924.nii	7.0	15.0	35.0	37.0	5.0	53.0	86.0	51.0	19.0	82.0	46.0	53.0	34.0	53.0	5.0	19.0	27.0	25.0	23.0	27.0	54.0	28.0	86.0	67.0	15.0	104.0	104.0	91.0	57.0	68.0	8.0	11.0	4.0	42.0	1090118.0	1564173.89301
033_S_0923.nii	11.0	17.0	35.0	32.0	6.0	62.0	81.0	71.0	25.0	86.0	53.0	71.0	44.0	64.0	6.0	23.0	23.0	15.0	25.0	25.0	63.0	31.0	52.0	68.0	20.0	117.0	125.0	64.0	59.0	51.0	9.0	13.0	6.0	34.0	1054972.0	1552554.42752
052_S_0989.nii	9.0	22.0	37.0	35.0	4.0	51.0	75.0	67.0	24.0	90.0	46.0	76.0	37.0	73.0	6.0	15.0	14.0	19.0	17.0	22.0	60.0	30.0	61.0	73.0	12.0	98.0	115.0	71.0	39.0	61.0	7.0	10.0	5.0	36.0	926852.0	1361545.90805
126_S_1221.nii	15.0	14.0	25.0	39.0	10.0	59.0	123.0	73.0	23.0	117.0	53.0	82.0	52.0	68.0	8.0	19.0	18.0	17.0	25.0	38.0	52.0	25.0	66.0	82.0	21.0	118.0	134.0	97.0	46.0	60.0	6.0	10.0	4.0	69.0	1174917.0	1698516.13039
123_S_0091.nii	8.0	19.0	31.0	39.0	9.0	57.0	73.0	58.0	18.0	105.0	50.0	68.0	36.0	52.0	9.0	15.0	15.0	15.0	23.0	59.0	46.0	20.0	57.0	67.0	17.0	93.0	97.0	66.0	45.0	58.0	7.0	9.0	5.0	36.0	996027.0	1360574.43014
032_S_0187.nii	12.0	20.0	30.0	32.0	10.0	58.0	95.0	100.0	20.0	99.0	50.0	63.0	76.0	78.0	6.0	19.0	16.0	19.0	16.0	22.0	56.0	30.0	81.0	60.0	21.0	112.0	131.0	73.0	43.0	48.0	11.0	18.0	5.0	47.0	1034223.0	1605012.5554
141_S_0767.nii	11.0	17.0	22.0	36.0	6.0	49.0	86.0	57.0	16.0	101.0	59.0	84.0	37.0	50.0	9.0	22.0	20.0	21.0	23.0	28.0	52.0	28.0	61.0	54.0	17.0	105.0	100.0	72.0	47.0	48.0	11.0	8.0	5.0	32.0	965727.0	1348607.9902
033_S_0741.nii	7.0	16.0	43.0	36.0	6.0	52.0	100.0	58.0	27.0	89.0	56.0	61.0	53.0	61.0	7.0	13.0	20.0	16.0	19.0	29.0	52.0	22.0	55.0	68.0	14.0	114.0	104.0	76.0	39.0	45.0	11.0	8.0	6.0	39.0	1061126.0	1530434.70222
022_S_0096.nii	15.0	22.0	31.0	25.0	7.0	71.0	127.0	53.0	23.0	100.0	49.0	56.0	44.0	66.0	9.0	19.0	25.0	15.0	27.0	21.0	62.0	31.0	64.0	61.0	17.0	126.0	145.0	120.0	51.0	58.0	13.0	14.0	3.0	46.0	1095604.0	1852466.85319
007_S_0344.nii	13.0	25.0	31.0	43.0	6.0	69.0	81.0	76.0	22.0	108.0	58.0	69.0	48.0	73.0	8.0	17.0	20.0	19.0	26.0	37.0	45.0	30.0	53.0	74.0	13.0	118.0	108.0	82.0	45.0	58.0	9.0	9.0	4.0	35.0	1003390.0	1451204.09548
035_S_0156.nii	11.0	21.0	30.0	40.0	6.0	55.0	83.0	51.0	21.0	114.0	66.0	72.0	41.0	62.0	7.0	18.0	17.0	17.0	27.0	18.0	49.0	31.0	60.0	67.0	12.0	117.0	121.0	85.0	68.0	71.0	11.0	12.0	6.0	30.0	1076613.0	1598686.44873
033_S_1116.nii	13.0	19.0	32.0	47.0	9.0	58.0	87.0	56.0	21.0	161.0	61.0	76.0	42.0	59.0	9.0	20.0	20.0	28.0	35.0	30.0	44.0	24.0	55.0	70.0	11.0	151.0	104.0	86.0	51.0	75.0	9.0	12.0	5.0	57.0	1059060.0	1660673.8521
128_S_0517.nii	6.0	14.0	46.0	31.0	5.0	55.0	76.0	45.0	24.0	112.0	42.0	51.0	42.0	54.0	5.0	15.0	14.0	13.0	19.0	23.0	54.0	27.0	56.0	61.0	17.0	111.0	101.0	81.0	46.0	48.0	8.0	9.0	4.0	28.0	978369.0	1635923.34561
067_S_0077.nii	5.0	12.0	19.0	36.0	12.0	56.0	78.0	58.0	19.0	101.0	52.0	85.0	31.0	57.0	6.0	20.0	24.0	15.0	28.0	26.0	48.0	25.0	50.0	49.0	8.0	97.0	74.0	73.0	45.0	60.0	10.0	13.0	9.0	42.0	887648.0	1422379.77207
128_S_0138.nii	7.0	18.0	31.0	37.0	5.0	40.0	89.0	54.0	21.0	95.0	48.0	55.0	44.0	65.0	6.0	24.0	18.0	16.0	21.0	18.0	53.0	24.0	60.0	52.0	16.0	104.0	105.0	80.0	55.0	51.0	7.0	12.0	5.0	40.0	984431.0	1659402.89111
007_S_0293.nii	7.0	20.0	47.0	31.0	4.0	67.0	111.0	57.0	20.0	116.0	51.0	60.0	52.0	73.0	4.0	18.0	17.0	20.0	27.0	37.0	53.0	34.0	77.0	81.0	16.0	133.0	172.0	91.0	55.0	55.0	14.0	10.0	5.0	47.0	1171974.0	1855960.73276
029_S_1073.nii	3.0	26.0	24.0	29.0	5.0	45.0	61.0	61.0	19.0	82.0	42.0	62.0	42.0	52.0	7.0	16.0	19.0	11.0	18.0	25.0	45.0	26.0	43.0	42.0	18.0	78.0	93.0	62.0	56.0	41.0	7.0	9.0	4.0	39.0	949454.0	1449533.14987
137_S_0972.nii	8.0	20.0	31.0	31.0	3.0	53.0	102.0	65.0	20.0	81.0	63.0	57.0	42.0	66.0	8.0	18.0	19.0	15.0	27.0	21.0	51.0	24.0	61.0	68.0	19.0	138.0	108.0	85.0	66.0	68.0	13.0	9.0	6.0	38.0	1018076.0	1466934.96698
128_S_0528.nii	7.0	14.0	30.0	25.0	4.0	50.0	80.0	51.0	17.0	86.0	47.0	63.0	40.0	63.0	7.0	20.0	21.0	18.0	26.0	21.0	52.0	23.0	49.0	51.0	22.0	108.0	108.0	68.0	66.0	40.0	12.0	10.0	5.0	32.0	894168.0	1327553.77605
067_S_0029.nii	14.0	21.0	38.0	25.0	4.0	51.0	81.0	57.0	16.0	82.0	60.0	68.0	40.0	60.0	9.0	19.0	15.0	15.0	18.0	17.0	55.0	27.0	74.0	57.0	19.0	121.0	140.0	91.0	56.0	57.0	8.0	9.0	8.0	60.0	1281067.0	1916168.06858
024_S_1400.nii	12.0	14.0	30.0	38.0	4.0	49.0	59.0	63.0	14.0	86.0	48.0	48.0	34.0	46.0	6.0	19.0	19.0	21.0	27.0	25.0	54.0	23.0	52.0	66.0	17.0	124.0	111.0	75.0	47.0	56.0	9.0	7.0	2.0	23.0	976784.0	1347355.65791
114_S_0416.nii	8.0	16.0	25.0	31.0	3.0	44.0	83.0	56.0	16.0	88.0	38.0	58.0	33.0	50.0	7.0	17.0	19.0	14.0	17.0	27.0	46.0	24.0	60.0	48.0	12.0	93.0	87.0	81.0	40.0	42.0	7.0	8.0	5.0	35.0	897842.0	1417345.52957
100_S_0995.nii	9.0	21.0	37.0	35.0	6.0	53.0	77.0	55.0	34.0	94.0	55.0	81.0	46.0	55.0	7.0	15.0	20.0	20.0	23.0	28.0	51.0	20.0	61.0	67.0	15.0	97.0	113.0	80.0	41.0	48.0	12.0	8.0	5.0	33.0	1006887.0	1435890.0405
128_S_0740.nii	4.0	19.0	30.0	34.0	3.0	60.0	76.0	49.0	19.0	107.0	45.0	70.0	54.0	46.0	5.0	17.0	12.0	20.0	23.0	22.0	42.0	26.0	50.0	54.0	19.0	92.0	80.0	69.0	29.0	49.0	9.0	9.0	4.0	21.0	1044225.0	1631648.95389
011_S_0326.nii	6.0	34.0	34.0	42.0	68.0	63.0	95.0	61.0	23.0	87.0	61.0	66.0	41.0	61.0	9.0	16.0	24.0	17.0	23.0	32.0	49.0	33.0	59.0	89.0	15.0	99.0	103.0	92.0	44.0	60.0	8.0	12.0	4.0	49.0	1102921.0	1637412.02076
036_S_0576.nii	7.0	29.0	34.0	33.0	8.0	66.0	95.0	58.0	20.0	118.0	52.0	48.0	43.0	65.0	10.0	24.0	25.0	17.0	31.0	14.0	57.0	31.0	64.0	59.0	28.0	128.0	129.0	93.0	53.0	66.0	11.0	8.0	4.0	44.0	1115335.0	1662022.14672
057_S_0474.nii	3.0	16.0	32.0	26.0	9.0	44.0	72.0	55.0	21.0	100.0	56.0	72.0	38.0	65.0	7.0	16.0	18.0	17.0	19.0	25.0	47.0	30.0	54.0	52.0	10.0	99.0	92.0	62.0	54.0	53.0	10.0	13.0	4.0	38.0	954760.0	1569288.23339
141_S_0853.nii	6.0	18.0	29.0	26.0	10.0	52.0	85.0	49.0	18.0	99.0	46.0	65.0	37.0	61.0	9.0	15.0	20.0	15.0	30.0	22.0	52.0	24.0	56.0	53.0	10.0	92.0	114.0	77.0	44.0	42.0	10.0	11.0	6.0	32.0	956591.0	1584809.01064
023_S_0058.nii	9.0	19.0	44.0	29.0	6.0	58.0	74.0	88.0	19.0	117.0	42.0	71.0	43.0	59.0	7.0	22.0	22.0	15.0	24.0	32.0	57.0	22.0	77.0	59.0	20.0	135.0	142.0	83.0	63.0	78.0	12.0	11.0	8.0	81.0	1056803.0	1455823.95381
128_S_1242.nii	3.0	30.0	28.0	31.0	7.0	57.0	84.0	76.0	19.0	84.0	50.0	77.0	60.0	50.0	5.0	15.0	16.0	15.0	28.0	19.0	51.0	29.0	55.0	61.0	16.0	90.0	92.0	70.0	39.0	63.0	9.0	10.0	2.0	70.0	905268.0	1405477.64535
027_S_0850.nii	7.0	12.0	17.0	35.0	7.0	56.0	72.0	44.0	25.0	108.0	46.0	59.0	46.0	56.0	6.0	22.0	16.0	16.0	29.0	20.0	39.0	28.0	50.0	58.0	15.0	89.0	97.0	85.0	42.0	54.0	8.0	8.0	4.0	37.0	973956.0	1415387.17703
126_S_1340.nii	5.0	19.0	24.0	27.0	5.0	48.0	63.0	59.0	23.0	74.0	44.0	57.0	45.0	56.0	6.0	11.0	19.0	16.0	24.0	19.0	43.0	26.0	49.0	47.0	9.0	107.0	101.0	61.0	46.0	42.0	8.0	11.0	6.0	35.0	872027.0	1337288.89013
100_S_0930.nii	8.0	26.0	34.0	30.0	6.0	106.0	91.0	57.0	24.0	113.0	78.0	68.0	47.0	60.0	5.0	21.0	15.0	20.0	19.0	20.0	49.0	30.0	70.0	74.0	19.0	111.0	111.0	94.0	39.0	47.0	7.0	7.0	5.0	31.0	1052701.0	1629168.49742
033_S_0513.nii	7.0	16.0	30.0	46.0	5.0	49.0	103.0	69.0	26.0	138.0	62.0	89.0	42.0	74.0	8.0	21.0	23.0	18.0	33.0	49.0	75.0	38.0	91.0	88.0	16.0	128.0	121.0	81.0	48.0	59.0	9.0	10.0	5.0	36.0	1119477.0	1680170.82458
067_S_0045.nii	11.0	11.0	24.0	32.0	6.0	53.0	99.0	70.0	19.0	106.0	43.0	56.0	62.0	67.0	7.0	15.0	17.0	14.0	25.0	23.0	58.0	39.0	50.0	74.0	5.0	125.0	123.0	81.0	58.0	87.0	8.0	12.0	7.0	48.0	1043782.0	1647868.88202
031_S_0351.nii	5.0	19.0	27.0	44.0	6.0	68.0	88.0	90.0	19.0	130.0	66.0	87.0	66.0	53.0	6.0	20.0	17.0	19.0	21.0	39.0	53.0	28.0	71.0	65.0	12.0	117.0	109.0	93.0	49.0	66.0	10.0	9.0	4.0	30.0	1210225.0	1746380.00326
021_S_0276.nii	13.0	20.0	32.0	29.0	5.0	63.0	118.0	66.0	19.0	119.0	62.0	73.0	43.0	72.0	9.0	20.0	18.0	20.0	26.0	32.0	78.0	34.0	94.0	66.0	18.0	144.0	115.0	93.0	51.0	62.0	11.0	9.0	6.0	45.0	1236800.0	1827918.19444
116_S_0382.nii	9.0	11.0	29.0	36.0	4.0	53.0	87.0	58.0	25.0	91.0	50.0	69.0	41.0	61.0	8.0	18.0	15.0	17.0	26.0	35.0	52.0	27.0	62.0	79.0	13.0	99.0	92.0	95.0	46.0	65.0	10.0	12.0	5.0	37.0	1007210.0	1521061.98906
036_S_1023.nii	4.0	13.0	28.0	31.0	5.0	58.0	80.0	49.0	21.0	88.0	51.0	52.0	39.0	52.0	6.0	15.0	17.0	16.0	28.0	20.0	39.0	31.0	54.0	56.0	10.0	96.0	103.0	68.0	37.0	43.0	8.0	7.0	2.0	25.0	919167.0	1403776.9048
018_S_0335.nii	6.0	18.0	30.0	25.0	9.0	53.0	71.0	48.0	18.0	87.0	79.0	54.0	36.0	54.0	6.0	17.0	18.0	13.0	21.0	20.0	45.0	23.0	59.0	56.0	20.0	111.0	108.0	63.0	32.0	46.0	7.0	10.0	3.0	38.0	964617.0	1561116.99342
018_S_0286.nii	10.0	16.0	28.0	32.0	6.0	49.0	88.0	64.0	22.0	111.0	54.0	60.0	43.0	62.0	8.0	17.0	15.0	16.0	14.0	26.0	72.0	27.0	74.0	67.0	21.0	98.0	110.0	90.0	57.0	58.0	9.0	10.0	8.0	21.0	1145533.0	1856530.23168
014_S_0548.nii	10.0	18.0	28.0	36.0	9.0	54.0	80.0	67.0	19.0	97.0	49.0	65.0	47.0	67.0	9.0	15.0	20.0	15.0	25.0	30.0	63.0	27.0	64.0	72.0	16.0	104.0	109.0	70.0	42.0	48.0	7.0	8.0	6.0	40.0	1103567.0	1586707.68873
036_S_0656.nii	9.0	21.0	30.0	41.0	10.0	64.0	89.0	64.0	23.0	122.0	45.0	79.0	42.0	82.0	6.0	16.0	22.0	16.0	31.0	43.0	57.0	28.0	70.0	75.0	12.0	95.0	243.0	96.0	69.0	73.0	11.0	11.0	6.0	48.0	1007549.0	1528858.72969
036_S_1135.nii	8.0	16.0	31.0	27.0	5.0	57.0	82.0	60.0	19.0	86.0	49.0	73.0	42.0	59.0	6.0	26.0	24.0	16.0	24.0	24.0	66.0	24.0	65.0	66.0	18.0	99.0	109.0	85.0	56.0	47.0	11.0	9.0	6.0	36.0	1013084.0	1626266.425
035_S_0048.nii	11.0	18.0	41.0	39.0	6.0	54.0	122.0	81.0	26.0	86.0	48.0	75.0	45.0	79.0	5.0	21.0	21.0	17.0	31.0	23.0	64.0	31.0	79.0	80.0	21.0	105.0	165.0	85.0	56.0	64.0	13.0	14.0	6.0	55.0	1047199.0	1564943.81091
037_S_1078.nii	6.0	17.0	26.0	30.0	4.0	55.0	108.0	50.0	19.0	113.0	63.0	67.0	32.0	60.0	8.0	23.0	19.0	11.0	25.0	14.0	50.0	25.0	66.0	60.0	16.0	87.0	88.0	83.0	49.0	63.0	7.0	9.0	6.0	28.0	1004825.0	1469208.64579
007_S_0070.nii	4.0	15.0	20.0	43.0	5.0	55.0	62.0	53.0	21.0	91.0	51.0	57.0	45.0	51.0	6.0	18.0	24.0	17.0	32.0	35.0	58.0	26.0	51.0	74.0	16.0	106.0	121.0	71.0	39.0	48.0	9.0	9.0	6.0	39.0	1145258.0	1640354.20876
011_S_0002.nii	16.0	15.0	52.0	47.0	7.0	58.0	111.0	73.0	25.0	132.0	46.0	84.0	46.0	82.0	8.0	24.0	20.0	17.0	21.0	39.0	51.0	17.0	83.0	75.0	16.0	141.0	145.0	114.0	65.0	60.0	11.0	9.0	5.0	54.0	1238609.0	1998064.7159
041_S_1418.nii	13.0	26.0	23.0	40.0	5.0	65.0	111.0	60.0	22.0	99.0	80.0	64.0	69.0	70.0	6.0	18.0	20.0	25.0	33.0	20.0	50.0	30.0	68.0	78.0	20.0	121.0	112.0	88.0	56.0	52.0	8.0	9.0	5.0	34.0	1052186.0	1647977.06335
016_S_0991.nii	7.0	18.0	21.0	25.0	9.0	55.0	77.0	49.0	13.0	67.0	62.0	49.0	34.0	45.0	10.0	13.0	14.0	18.0	14.0	13.0	44.0	13.0	49.0	52.0	10.0	111.0	147.0	72.0	46.0	49.0	8.0	9.0	5.0	35.0	791386.0	1400579.77411
031_S_0294.nii	7.0	22.0	24.0	33.0	5.0	56.0	91.0	70.0	18.0	119.0	73.0	58.0	58.0	58.0	7.0	20.0	19.0	19.0	22.0	26.0	57.0	20.0	56.0	74.0	17.0	103.0	98.0	84.0	40.0	58.0	8.0	12.0	5.0	40.0	1059583.0	1719798.57924
